NDC	MAPB_id	drug_id	MAPB_name	drug_name	new_sort
00093171601	d00022	d00022	warfarin	warfarin	370
00093171610	d00022	d00022	warfarin	warfarin	370
00093171801	d00022	d00022	warfarin	warfarin	370
00093171901	d00022	d00022	warfarin	warfarin	370
00093172001	d00022	d00022	warfarin	warfarin	370
00093172101	d00022	d00022	warfarin	warfarin	370
00093172110	d00022	d00022	warfarin	warfarin	370
00093172301	d00022	d00022	warfarin	warfarin	370
00093204605	d04442	d04442	pioglitazone	pioglitazone	268
00093204656	d04442	d04442	pioglitazone	pioglitazone	268
00093204698	d04442	d04442	pioglitazone	pioglitazone	268
00093204756	d04442	d04442	pioglitazone	pioglitazone	268
00093204798	d04442	d04442	pioglitazone	pioglitazone	268
00093204805	d04442	d04442	pioglitazone	pioglitazone	268
00093204856	d04442	d04442	pioglitazone	pioglitazone	268
00093204898	d04442	d04442	pioglitazone	pioglitazone	268
00093204905	d04294	d04294	tolterodine	tolterodine	344
00093204956	d04294	d04294	tolterodine	tolterodine	344
00093204998	d04294	d04294	tolterodine	tolterodine	344
00093205005	d04294	d04294	tolterodine	tolterodine	344
00093205056	d04294	d04294	tolterodine	tolterodine	344
00093205098	d04294	d04294	tolterodine	tolterodine	344
00093205505	d04294	d04294	tolterodine	tolterodine	344
00093205506	d04294	d04294	tolterodine	tolterodine	344
00093205605	d04294	d04294	tolterodine	tolterodine	344
00093205606	d04294	d04294	tolterodine	tolterodine	344
00093206098	d04286	d04286	fenofibrate	fenofibrate	135
00093206198	d04286	d04286	fenofibrate	fenofibrate	135
00093213001	d00112	d00112	nitrofurantoin	nitrofurantoin	233
00093213101	d00112	d00112	nitrofurantoin	nitrofurantoin	233
00093214062	d00229	d03781	ethinyl estradiol	ethinyl estradiol-norgestimate	381
00093220301	d00298	d00298	metoclopramide	metoclopramide	213
00093220305	d00298	d00298	metoclopramide	metoclopramide	213
00093220310	d00298	d00298	metoclopramide	metoclopramide	213
00093220401	d00298	d00298	metoclopramide	metoclopramide	213
00093220405	d00298	d00298	metoclopramide	metoclopramide	213
00093300256	d00366	d00366	quinine	quinine	284
00093300893	d03828	d03828	lansoprazole	lansoprazole	188
00093300993	d03828	d03828	lansoprazole	lansoprazole	188
00093301001	d00199	d00199	clozapine	clozapine	72
00093301084	d00199	d00199	clozapine	clozapine	72
00093301101	d00199	d00199	clozapine	clozapine	72
00093301201	d00199	d00199	clozapine	clozapine	72
00093304006	d00170	d04497	aspirin	aspirin-dipyridamole	26
00093308601	d00199	d00199	clozapine	clozapine	72
00093309056	d04378	d06842	modafinil	armodafinil	221
00093309256	d04378	d06842	modafinil	armodafinil	221
00093309356	d04378	d06842	modafinil	armodafinil	221
00093309456	d04378	d06842	modafinil	armodafinil	221
